"Township","Area","State","Primary_Type","Multi_Type","Primary_Tenure","Median_PSF","Transactions","Actual","Predicted","Error","Percent_Error"
"teratai mewah apartment block 15,17,19,21","setapak","kuala lumpur","apartment",0,1,373.000000000002,27,250000.000000004,327134.715431673,77134.7154316688,30.853886172667
"taman bunga raya","serendah","selangor","flat",0,0,187.000000000001,27,129999.999999998,116064.617273849,-13935.3827261489,-10.7195251739609
"taman sri putri","skudai","johor","terrace house",0,1,344.000000000001,25.9999999999999,540000.000000024,532543.808955909,-7456.19104411465,-1.38077611928043
"bandar puteri jaya seksyen 3","sungai petani","kedah","semi d",1,1,118.000000000001,25.9999999999999,369999.999999997,285250.452471893,-84749.5475281049,-22.9052831157042
"sky peak residences","tampoi","johor","service residence",0,1,431.000000000001,25.9999999999999,445000.00000001,392988.979345966,-52011.0206540442,-11.6878698098973
"kondo rakyat","kuala ibai","terengganu","flat",0,0,106,25.9999999999999,66499.999999997,65567.10916854,-932.890831457044,-1.40284335557456
"taman nusari bayu 1","bandar sri sendayan","negeri sembilan","terrace house",0,1,207,25,299999.999999989,301377.16424024,1377.16424025118,0.45905474675041
"templer residence","rawang","selangor","terrace house",0,1,517.999999999998,25,836999.99999999,817622.568341874,-19377.4316581161,-2.31510533549776
"taman ttdi grove","bangi","selangor","semi d",0,1,334,25,1068000.00000002,756684.672262479,-311315.327737545,-29.1493752563238
"taman psj","sungai karang","pahang","terrace house",1,1,206,25,265000.000000011,318474.934146544,53474.9341465338,20.1792204326534
